title,bgg_id,bgg_url,image_url,description,game_type,difficulty,play_time,min_players,max_players,suggested_age,publisher,mechanics,location_room,location_shelf,location_misc,sleeved,upgraded_components,crowdfunded,inserts,is_for_sale,sale_price,sale_condition,is_expansion,parent_game,in_base_game_box,is_coming_soon,rating
"River Market","","https://boardgamegeek.com/boardgame/435311/river-market","https://cf.geekdo-images.com/fU9HSzEaFdhQc-NVTWYLjw__opengraph/img/OCCELxObT_8DZbvVHZfepLQTMLQ=/0x1938:2539x3329/fit-in/1200x630/filters:fill(blur):strip_icc()/pic8963715.jpg","**River Market** plunges players into a vibrant riverside economy as adorable forest critters. This standalone _Creature Comforts_ game blends strategic movement with economic management for a quick, engaging experience.

## Quick Gameplay Overview
-	**Goal:** Contribute the most to the market by collecting goods, hiring employees, and establishing businesses for victory points.
-	**On Your Turn:**
    -	**Move Around the Market:** Navigate your critter mover along a rondel-like path, choosing buildings.
    -	**Activate Buildings:** Perform actions like acquiring resources, selling goods, or gaining special abilities.
    -	**Hire Helpers:** Recruit animal employees for ongoing benefits or powerful one-time actions.
    -	**Set Up Shop:** Establish market stalls or permanent businesses to expand the market.
-	**End Game:** The game ends after a set number of rounds or when a specific condition is met.
-	**Winner:** The player with the most victory points from goods, businesses, and helpers.","Board Game","2 - Medium Light","30-45 Minutes","1","5","8+","KTBG","Movement Points;Rondel","","","","","","","","","","","","","","true",""
"River Valley Glassworks","","https://boardgamegeek.com/boardgame/407297/river-valley-glassworks","https://cf.geekdo-images.com/Rb2Hw7IDaF7evNMjrqMmXA__opengraph/img/jY2qQZjOQ9lUn2AJ-pLVdyHwNeI=/0x2163:2043x3236/fit-in/1200x630/filters:strip_icc()/pic7886346.jpg","In River Valley Glassworks, players are glass artisans collecting exquisite glass pieces and arranging them in their workshop. This abstract strategy game, inspired by Subastral, balances immediate gains with long-term scoring opportunities.

## Quick Gameplay Overview

*   **Goal:** Earn the most victory points by acquiring glass cards and arranging them in your workshop.
*   **On Your Turn:**
    *   **Draft Cards:** Select a column or row of cards from a central display.
    *   **Place Cards:** Place cards from your hand into your workshop board, matching colors or creating arrangements.
    *   **Activate Abilities:** Placing cards may trigger special abilities or bonus actions.
*   **Winner:** The player with the most victory points wins.","Board Game","2 - Medium Light","30-45 Minutes","1","5","8+","Allplay","Card Drafting;Set Collection;Pattern Building;Tile Placement","","","","","","","","","","","","","","",""
"RuneScape Kingdoms: Culinaromancer Expansion","","https://boardgamegeek.com/boardgame/415091/runescape-kingdoms-culinaromancer-expansion","https://cf.geekdo-images.com/4hljSBox8qPuWVW5Ukl77g__opengraph/img/sFsTGbYTZs4iGvUEuBFsKsTF6KY=/0x0:1148x603/fit-in/1200x630/filters:strip_icc()/pic8113469.jpg","The **RuneScape Kingdoms: Culinaromancer Expansion** adds a new campaign to the base game, featuring perilous side quests, dynamic events, and unique equipment. Prepare to face the culinary-obsessed Culinaromancer, adding fresh challenges and narrative to your adventures.

## Quick Gameplay Overview
- **Goal:** Cooperatively defeat the Culinaromancer and complete the new campaign.
- **On Your Turn:**
    - **Explore New Locations:** Venture into unseen areas, discovering objectives and resources.
    - **Undertake Side Quests:** Engage in new quests for rewards and campaign progression.
    - **Encounter Events:** React to dynamic cards introducing challenges or opportunities.
    - **Acquire Equipment:** Discover new gear to enhance character abilities.
    - **Combat Encounters:** Engage in dice-rolling combat against enemies, including the Culinaromancer.
- **Winner:** All players win together by defeating the Culinaromancer.

This expansion offers increased replayability and a compelling new storyline for RuneScape fans.","Board Game","3 - Medium","60+ Minutes","1","5","14+","Steamforged Games Ltd.","Cooperative Game;Dice Rolling;Scenario / Mission / Campaign Game;Solo / Solitaire Game","","","","","","","","","","","true","RuneScape Kingdoms: Shadow of Elvarg","","",""
"RuneScape Kingdoms: Kalphite Queen Expansion","","https://boardgamegeek.com/boardgame/415087/runescape-kingdoms-kalphite-queen-expansion","https://cf.geekdo-images.com/DPRleQbU7QiGXa7NnrVPbA__opengraph/img/8GfotYpvtCpzyJefoI2oRKgqzBI=/0x0:700x368/fit-in/1200x630/filters:strip_icc()/pic8046707.png","The RuneScape Kingdoms: Kalphite Queen Expansion plunges players into a high-stakes campaign against a formidable new boss in the iconic RuneScape universe. This addition offers a unique skill, a sprawling desert area, and a captivating new narrative. Players must collaborate and strategize to overcome the venomous Kalphite Swarm and its powerful matriarch.

## Quick Gameplay Overview
- **Goal:** Cooperatively defeat the Kalphite Queen and her swarm, navigate Al Kharid, and complete campaign objectives.
- **On Your Turn:**
    - **Utilize the Summoning Skill**—gain new advantages in combat or exploration.
    - **Explore Al Kharid**—uncover new locations, quests, and challenges.
    - **Engage in Combat**—confront the Kalphite Swarm and prepare for the Kalphite Queen.
    - **Advance the Campaign**—progress the narrative by completing objectives related to Osman.
- **End Game:** Concludes upon defeating the Kalphite Queen and completing the campaign, or failing objectives.
- **Winner:** The group wins by achieving all campaign objectives.

This expansion offers a rich, challenging cooperative experience with new mechanics and a compelling storyline.","Miniatures","2 - Medium Light","60+ Minutes","1","5","14+","Steamforged Games Ltd.","Cooperative Game;Dice Rolling;Scenario / Mission / Campaign Game;Solo / Solitaire Game","","","","","","","","","","","true","RuneScape Kingdoms: Shadow of Elvarg","","",""
"RuneScape Kingdoms: King Black Dragon Expansion","","https://boardgamegeek.com/boardgame/415085/runescape-kingdoms-king-black-dragon-expansion","https://cf.geekdo-images.com/fzF8K35xIa86NLmLryHzkQ__opengraph/img/ouQRa6SaO74dn0z8ZPHwyCY5KJ0=/0x0:700x368/fit-in/1200x630/filters:strip_icc()/pic8046709.png","**RuneScape Kingdoms: King Black Dragon Expansion** thrusts players into a cooperative quest against the iconic King Black Dragon. This expansion introduces a new area, campaign, and the powerful Prayer skill, demanding teamwork to conquer the legendary foe.

## Quick Gameplay Overview
- **Goal:** Cooperatively defeat the King Black Dragon and complete new campaign scenarios.
- **On Your Turn:**
    - **Explore the Wilderness:** Traverse a new area with Bob the Cat, encountering challenges.
    - **Utilize Prayer:** Employ the new Prayer skill to buff, debuff, or support.
    - **Engage in Combat:** Confront enemies and the King Black Dragon using dice.
    - **Complete Objectives:** Progress through the campaign by fulfilling scenario objectives.
- **End Game:** Game concludes when the King Black Dragon is defeated, or players fail objectives.
- **Winner:** Success is a collective defeat of the King Black Dragon and campaign completion.","Board Game","3 - Medium","60+ Minutes","1","5","14+","Steamforged Games Ltd.","Cooperative Game;Dice Rolling;Scenario / Mission / Campaign Game;Solo / Solitaire Game","","","","","","","","","","","true","RuneScape Kingdoms: Shadow of Elvarg","","",""
"RuneScape Kingdoms: Shadow of Elvarg","","https://boardgamegeek.com/boardgame/361503/runescape-kingdoms-shadow-of-elvarg","https://cf.geekdo-images.com/u6BAJM-q3w5uTs3QAqbmrw__opengraph/img/SBPhwmQEqc_73eW1PgcN9U5VY8w=/0x0:3484x1829/fit-in/1200x630/filters:strip_icc()/pic6882637.png","**RuneScape Kingdoms: Shadow of Elvarg** brings the beloved MMORPG to your tabletop in a cooperative adventure. Explore Gielinor, complete quests, and master skills as you progress your character and face formidable foes. This game captures RuneScape's unique charm with strategic combat and narrative progression.

## Quick Gameplay Overview
-   **Goal:** Cooperate to complete quests, defeat monsters, and ultimately triumph over the dragon Elvarg.
-   **On Your Turn:**
    -   **Move:** Traverse the board, revealing new locations.
    -   **Explore/Encounter:** Draw event cards, meet NPCs, or battle monsters in new locations.
    -   **Skill Checks:** Roll dice against target numbers, using character skills, equipment, and level.
    -   **Combat:** Play action cards, roll dice, and use abilities to defeat enemies.
    -   **Loot/Reward:** Gain experience, gold, equipment, and resources from quests and defeated monsters.
-   **End Game:** Players win by defeating Elvarg; they lose if critical quests fail or all players are defeated.
-   **Winner:** The entire group wins by completing the campaign.

This edition features richly detailed components that bring the iconic world of RuneScape to life.","Board Game","3 - Medium","60+ Minutes","1","5","14+","Steamforged Games Ltd.","Campaign / Battle Card Driven;Cooperative Game;Dice Rolling;Modular Board;Role Playing;Variable Player Powers","","","","","","","","","","","","","","",""
"RuneScape Kingdoms: TzKal-Zuk Expansion","","https://boardgamegeek.com/boardgame/415089/runescape-kingdoms-tzkal-zuk-expansion","https://cf.geekdo-images.com/tY9AxYoMs3eGeUDheGINCA__opengraph/img/YV8vUbg6IHIp3hf5ZxOmjA51ObQ=/0x0:700x368/fit-in/1200x630/filters:strip_icc()/pic8046685.png","RuneScape Kingdoms: TzKal-Zuk Expansion plunges players into an epic cooperative adventure against the formidable demi-god TzKal-Zuk. This expansion enhances the base game with fresh mechanics and deeper strategic choices, challenging players to master new abilities in TzHaar City.

## Quick Gameplay Overview

-   **Goal:** Players collaborate to defeat the powerful demi-god TzKal-Zuk.
-   **On Your Turn:**
    -   **Utilize Runecrafting:** Craft powerful runes for various effects.
    -   **Explore TzHaar City:** Navigate a new area, encountering challenges and enemies.
    -   **Advance Campaign:** Progress through a structured narrative with the Wise Old Man.
    -   **Cooperate with Teammates:** Coordinate actions to overcome obstacles and foes.
-   **End Game:** The game concludes when players successfully defeat TzKal-Zuk.","Board Game","2 - Medium Light","60+ Minutes","1","5","14+","Steamforged Games Ltd.","Cooperative Game;Dice Rolling;Scenario / Mission / Campaign Game;Solo / Solitaire Game","","","","","","","","","","","true","RuneScape Kingdoms: Shadow of Elvarg","","",""
"Sabacc","","https://boardgamegeek.com/boardgame/349490/sabacc","https://cf.geekdo-images.com/XMpd5HuVtLxznfSbku_e8g__opengraph/img/NhEqJ0Ub8PUSRFlz8uHHL_RCMrc=/0x0:1420x746/fit-in/1200x630/filters:strip_icc()/pic8255668.png","Sabacc is a thrilling card game from the Star Wars universe, blending blackjack and poker. Players aim for the best hand without exceeding zero, relying on risk, bluffing, and luck.

## Quick Gameplay Overview
- **Goal:** Get a hand value as close to zero as possible without going over.
- **On Your Turn:**
    - **Draw:** Take a new card to improve your hand.
    - **Stand:** Stop drawing cards, locking in your hand.
    - **Shift:** Cards can randomly change value.
- **Winner:** The player with the hand closest to zero without exceeding it wins the pot.","Board Game","3 - Medium","45-60 Minutes","1","4","10+","","","","","","","","","","","","","","","","",""
"Sagrada","","https://boardgamegeek.com/boardgame/199561/sagrada","https://cf.geekdo-images.com/PZt3EAAGV3dFIVuwMR0AEw__opengraph/img/M7OXin5wM19RXRINGM02EL6mPjg=/0x0:2649x1391/fit-in/1200x630/filters:strip_icc()/pic3525224.jpg","Sagrada tasks players with becoming master artisans, creating the most beautiful stained-glass window for the Sagrada Familia. This elegant dice-drafting game combines strategic puzzle-solving with stunning aesthetics, where careful dice selection is key.

## Quick Gameplay Overview
- **Goal:** Earn the most victory points by carefully placing dice and fulfilling objectives.
- **Each Round:**
    - **Draft Dice:** Players draft two dice from a common pool.
    - **Place Die:** Place a die in your window, adhering to strict color/shade adjacency rules and space requirements.
    - **Use Tool Card (Optional):** Spend ""favor tokens"" to activate special abilities to manipulate dice.
- **Winner:** The player with the highest total victory points from objectives, tokens, and penalties wins.
This edition is known for its tactile components and beautiful artwork.","Board Game","2 - Medium Light","30-45 Minutes","1","4","14+","Floodgate Games","Dice Drafting;Pattern Building;Set Collection","","","","","","","","","","","","","","",""
"Santa's Workshop (Second Edition)","","https://boardgamegeek.com/boardgame/353942/santas-workshop-second-edition","https://cf.geekdo-images.com/Kk5JiijhTOQUa16pABAx_Q__opengraph/img/pAPn-NuP-zW1T5IBDzrPiwPh-DQ=/0x0:1000x525/fit-in/1200x630/filters:strip_icc()/pic6600823.jpg","Join Santa's elves in **Santa's Workshop (Second Edition)**, a delightful worker placement game where you prepare for Christmas Eve. This enhanced edition features beautiful artwork and deeper thematic gameplay, as you strive to be Santa's most valuable helper.

## Quick Gameplay Overview

-   **Goal:** Earn the most Victory Points (VPs) by producing toys, feeding reindeer, and decorating the Christmas tree.
-   **On Your Turn:**
    -   **Place Elves:** Place pawns on action spaces to gather resources, craft toys, or tend reindeer.
    -   **Perform Actions:** Gain resources, convert them into toys, feed reindeer, or decorate the tree.
    -   **Collect Bonus Tokens:** Receive tokens for actions, offering immediate benefits or end-game scoring.
-   **End Game:** The game concludes after a set number of rounds when Santa is ready to depart.
-   **Winner:** The elf with the highest total VPs from toys, reindeer, decorations, and bonuses wins.

Santa's Workshop (Second Edition) offers a charming and engaging experience perfect for holiday gatherings or a cozy game night.","Board Game","2 - Medium Light","30-45 Minutes","2","5","6+","Elf Creek Games","Worker Placement;Set Collection;Resource Management","","","","","","","","","","","","","","",""
